fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
04/04/2020,22,998,47,0,614,16,39,48,24
04/09/2021,20,998,28,1,504,32,218,48,15
13/10/2021,33,998,54,1,794,73,338,51,16
26/10/2021,40,998,41,1,276,42,76,54,3
25/06/2022,25,998,63,0,762,37,252,63,25
10/12/2022,36,998,38,1,875,15,451,48,14
24/12/2022,33,998,48,0,841,15,485,42,20
30/01/2023,40,998,94,0,220,58,177,40,25
03/02/2023,22,998,65,0,905,38,34,34,14
22/02/2024,36,998,47,1,358,9,480,50,18
01/03/2018,24,999,98,0,726,9,424,43,27
05/03/2018,24,999,23,1,714,76,411,57,22
15/02/2019,25,999,45,1,237,52,352,67,12
20/05/2019,32,999,69,1,745,95,25,55,29
04/09/2019,19,999,40,1,281,8,377,49,24
10/07/2020,25,999,32,0,961,80,369,55,29
01/08/2020,25,999,34,0,445,90,294,78,12
14/09/2020,24,999,27,0,367,47,491,58,23
29/05/2021,29,999,73,1,677,42,328,51,29
03/06/2021,23,999,90,0,668,7,7,63,31
02/11/2021,38,999,58,0,936,64,491,58,29
13/11/2021,31,999,73,0,861,36,13,56,20
19/12/2021,23,999,66,1,665,36,124,51,7
07/02/2022,26,999,48,0,339,84,313,68,19
18/08/2023,20,999,70,1,318,71,15,60,14
23/09/2023,37,999,62,0,346,78,25,67,25
14/11/2023,25,999,99,1,839,85,367,42,30
28/08/2018,30,1000,78,1,986,70,48,56,30
19/10/2019,23,1000,47,0,962,5,411,59,26
13/07/2020,24,1000,56,1,804,1,280,39,14
25/02/2021,30,1000,37,0,212,10,364,54,12
20/04/2021,32,1000,73,1,193,28,457,47,10
30/10/2021,26,1000,93,0,762,65,20,52,19
01/12/2021,31,1000,67,1,862,47,312,37,15
25/07/2022,21,1000,70,0,133,63,351,41,24
27/12/2022,29,1000,88,0,680,4,472,37,22
05/06/2023,31,1000,55,1,267,30,432,59,22
15/05/2018,12,1001,68,1,965,1,92,36,27
05/11/2018,33,1001,47,0,477,20,223,48,20
17/01/2019,29,1001,98,0,143,25,118,44,27
01/02/2019,30,1001,97,1,948,65,376,40,21
25/05/2019,32,1001,36,1,521,27,110,39,27
16/07/2019,23,1001,65,1,978,15,93,38,19
13/11/2019,29,1001,99,0,399,12,312,55,16
22/11/2019,33,1001,28,0,834,95,10,48,22
15/07/2020,30,1001,54,1,629,29,89,68,16
13/01/2021,34,1001,77,0,565,73,89,47,26
29/01/2022,35,1001,46,0,536,56,90,43,12
04/02/2022,14,1001,62,0,533,73,414,36,29
25/02/2022,37,1001,74,0,692,55,7,57,20
15/04/2022,30,1001,37,0,994,40,406,50,38
02/10/2022,32,1001,92,1,963,92,411,61,19
26/10/2022,34,1001,46,1,903,46,92,48,14
28/10/2022,36,1001,62,0,346,5,432,39,29
13/11/2022,32,1001,92,0,423,90,419,42,28
28/03/2023,29,1001,55,1,608,85,223,65,19
19/06/2023,19,1001,40,0,575,47,297,70,21
28/07/2023,36,1001,66,1,986,36,352,40,28
08/10/2023,44,1001,45,0,843,62,159,40,19
23/12/2023,28,1001,30,0,349,40,47,60,12
29/12/2023,31,1001,87,0,187,20,143,59,22
21/05/2018,32,1002,42,1,174,96,282,42,21
23/12/2018,30,1002,44,0,643,7,129,45,15
28/02/2019,34,1002,68,1,931,61,226,57,13
19/07/2019,22,1002,87,1,467,38,188,63,23
29/05/2020,26,1002,89,1,134,61,91,40,32
07/07/2020,26,1002,87,0,907,73,475,55,35
12/08/2020,25,1002,48,0,438,23,365,61,30
21/08/2021,21,1002,34,1,996,61,241,65,21
15/09/2021,22,1002,48,1,859,31,392,51,20
30/11/2021,42,1002,62,1,714,42,170,32,18
10/03/2022,36,1002,87,1,801,87,471,33,30
09/05/2022,27,1002,86,1,672,10,385,59,27
25/05/2022,25,1002,42,1,465,42,22,26,17
26/06/2023,33,1002,91,1,319,90,187,43,24
25/01/2018,35,1003,47,0,209,18,37,46,18
04/04/2018,27,1003,46,1,483,92,64,58,28
03/11/2018,30,1003,70,1,593,9,426,51,19
31/01/2019,32,1003,89,0,690,70,345,50,20
04/02/2019,28,1003,78,0,646,39,72,43,19
03/11/2019,26,1003,71,0,331,81,171,57,30
27/08/2020,34,1003,84,0,436,19,117,45,23
14/11/2020,39,1003,29,0,420,10,119,51,20
17/04/2021,24,1003,42,1,496,38,126,44,18
10/05/2021,26,1003,96,0,953,27,175,54,41
12/05/2021,26,1003,41,0,879,84,110,61,26
18/05/2021,27,1003,54,1,969,4,338,38,23
22/08/2021,27,1003,88,1,864,48,225,57,18
02/03/2022,34,1003,79,0,370,47,341,47,21
01/05/2022,19,1003,23,0,306,93,288,53,26
29/09/2022,16,1003,78,0,880,43,217,68,21
18/06/2023,22,1003,64,1,698,18,123,58,17
24/08/2023,26,1003,73,0,646,97,362,59,28
27/10/2023,25,1003,36,1,777,66,389,41,17
24/11/2023,37,1003,31,0,389,10,455,40,23
11/01/2024,38,1003,82,1,254,93,499,36,23
01/04/2018,23,1004,83,0,973,43,29,37,32
09/09/2018,31,1004,91,1,978,100,285,61,30
09/11/2018,25,1004,86,1,645,13,368,53,19
10/03/2019,43,1004,80,0,250,86,3,63,16
05/07/2019,32,1004,65,0,141,14,399,48,26
21/07/2019,25,1004,90,0,672,50,112,69,24
17/02/2020,28,1004,91,0,670,95,183,42,30
15/05/2020,19,1004,95,1,767,83,102,50,33
21/08/2020,25,1004,89,0,490,93,19,47,31
24/03/2021,39,1004,57,1,483,44,104,55,17
31/07/2021,27,1004,36,1,244,82,193,51,23
17/08/2021,30,1004,78,1,973,1,3,39,27
06/12/2021,29,1004,97,1,546,59,468,55,22
26/03/2022,40,1004,42,0,476,34,118,38,17
20/08/2022,33,1004,96,1,889,90,241,66,32
29/10/2022,30,1004,31,1,177,80,98,66,15
14/10/2023,32,1004,63,1,469,19,453,60,20
23/11/2023,40,1004,72,0,146,49,275,48,19
08/01/2024,30,1004,35,0,777,22,292,48,16
16/04/2018,31,1005,80,1,788,47,45,49,31
17/09/2018,22,1005,62,1,269,8,424,46,26
27/09/2018,26,1005,79,0,669,15,302,51,19
25/12/2018,32,1005,64,1,795,55,122,41,14
23/03/2019,28,1005,29,1,984,26,3,54,19
11/06/2019,32,1005,92,0,932,45,297,47,28
29/09/2019,20,1005,50,1,360,30,469,56,25
14/10/2019,33,1005,99,0,983,50,120,45,17
24/12/2019,32,1005,97,1,938,80,416,68,24
15/02/2020,28,1005,26,0,600,37,7,57,20
27/07/2020,31,1005,38,0,275,36,413,42,32
04/08/2020,26,1005,34,0,122,18,366,50,33
10/12/2020,30,1005,91,0,139,9,428,54,25
26/12/2020,19,1005,65,0,331,43,496,56,26
17/07/2021,13,1005,69,1,173,18,341,43,18
10/12/2021,35,1005,24,0,700,46,153,58,14
11/01/2022,26,1005,74,0,921,93,260,44,21
05/04/2022,35,1005,82,1,238,72,86,58,27
05/10/2022,29,1005,53,0,879,53,16,24,22
17/10/2022,25,1005,32,1,586,94,453,53,21
07/03/2023,34,1005,26,0,160,98,185,44,24
29/03/2023,28,1005,24,1,868,12,174,66,16
11/05/2023,25,1005,40,1,578,77,157,44,25
13/08/2023,18,1005,32,1,812,99,325,31,21
19/01/2018,34,1006,77,1,973,83,453,43,32
10/03/2018,32,1006,75,1,769,87,434,37,21
18/07/2018,20,1006,21,1,821,58,92,44,21
16/08/2018,21,1006,77,1,554,43,309,58,22
19/10/2018,32,1006,52,0,512,25,110,44,21
04/12/2018,35,1006,33,1,423,22,413,70,16
13/12/2018,41,1006,25,1,347,17,246,70,17
07/02/2019,37,1006,83,0,940,65,85,33,22
15/04/2019,33,1006,64,0,258,50,341,55,21
29/10/2019,25,1006,69,1,816,42,150,37,21
04/11/2019,33,1006,32,1,518,29,350,43,19
23/12/2020,25,1006,76,1,855,42,404,54,26
14/03/2021,32,1006,58,0,976,81,287,36,27
29/04/2021,26,1006,79,0,582,60,32,59,36
07/05/2021,21,1006,68,0,908,65,333,53,17
07/08/2021,32,1006,97,1,396,94,205,65,20
17/12/2021,24,1006,88,0,364,78,77,58,25
15/03/2022,43,1006,52,1,822,58,18,55,17
12/12/2022,36,1006,48,0,530,20,366,46,23
04/03/2023,24,1006,44,0,920,2,490,62,31
04/04/2023,19,1006,61,0,800,47,470,63,34
09/09/2023,26,1006,26,1,570,83,158,55,22
30/09/2023,18,1006,60,1,908,50,377,27,20
16/11/2023,21,1006,84,0,418,48,125,70,26
19/12/2023,29,1006,45,0,938,28,340,45,27
05/10/2018,54,1007,36,1,671,4,437,63,16
16/01/2019,31,1007,86,1,765,28,4,68,20
12/05/2019,27,1007,30,1,538,22,374,47,31
12/10/2019,28,1007,33,0,360,55,333,54,15
10/01/2020,36,1007,34,0,381,85,272,40,19
10/02/2020,34,1007,30,1,976,26,335,41,11
13/03/2020,27,1007,82,1,401,63,489,52,20
21/06/2020,22,1007,69,0,575,99,302,48,30
08/11/2020,37,1007,43,1,839,19,354,51,10
08/10/2021,29,1007,50,0,848,66,133,59,22
11/10/2021,35,1007,41,1,574,3,176,63,19
04/11/2021,31,1007,21,1,882,56,265,60,15
18/12/2021,27,1007,35,1,836,98,250,49,17
06/01/2022,43,1007,28,1,809,35,39,69,12
05/03/2022,39,1007,24,1,249,26,124,45,15
13/04/2022,19,1007,44,0,289,1,219,47,25
25/04/2022,24,1007,24,0,582,65,67,43,25
07/06/2022,32,1007,35,1,163,29,177,36,21
10/10/2022,36,1007,33,1,345,97,183,57,19
02/02/2023,21,1007,77,1,702,16,290,45,25
16/06/2023,21,1007,47,0,956,61,9,49,29
24/06/2023,25,1007,56,0,664,90,30,39,30
11/02/2018,34,1008,59,0,538,11,87,59,23
19/05/2018,25,1008,30,0,851,25,309,61,30
24/09/2018,24,1008,60,1,364,97,105,39,20
14/06/2019,18,1008,70,1,678,15,169,39,20
28/06/2019,28,1008,55,1,829,80,19,66,26
23/01/2021,32,1008,76,1,532,65,112,44,19
04/06/2021,27,1008,69,1,709,72,267,60,22
16/08/2023,21,1008,32,0,249,15,79,41,19
02/02/2018,24,1009,41,1,155,38,210,55,13
02/08/2018,34,1009,100,1,677,31,172,34,12
05/08/2018,18,1009,60,0,825,96,287,41,29
30/08/2018,26,1009,75,1,519,93,126,62,21
28/09/2019,19,1009,61,1,486,60,359,47,22
01/10/2019,42,1009,59,0,574,27,79,33,20
09/11/2020,36,1009,62,0,645,14,276,51,20
12/03/2021,40,1009,42,0,870,31,266,73,17
06/06/2021,30,1009,30,1,926,21,97,47,17
08/09/2021,25,1009,85,0,557,57,54,38,20
19/11/2021,35,1009,55,0,905,21,378,41,21
07/03/2022,42,1009,84,0,109,16,48,52,24
22/12/2022,26,1009,86,1,322,58,373,47,23
23/02/2023,34,1009,57,1,505,14,43,56,10
19/11/2023,33,1009,67,1,547,58,242,43,25
23/01/2024,32,1009,57,0,460,68,189,53,14
08/03/2018,42,1010,97,0,847,80,223,20,23
28/07/2018,28,1010,93,0,905,16,75,49,26
12/11/2018,24,1010,85,0,993,34,30,37,25
29/01/2019,21,1010,70,1,408,67,128,58,13
30/01/2019,35,1010,86,0,649,100,146,43,21
10/02/2019,33,1010,94,0,312,41,29,47,14
03/03/2019,24,1010,70,0,753,88,47,45,26
10/06/2019,29,1010,45,1,423,44,278,47,18
22/12/2019,33,1010,95,1,138,26,33,56,20
13/01/2020,36,1010,75,1,503,68,477,43,15
29/01/2020,31,1010,80,1,879,92,350,49,23
15/12/2020,33,1010,54,0,745,54,437,61,23
18/07/2021,17,1010,27,0,445,23,19,42,16
05/10/2021,30,1010,83,0,743,23,110,47,30
03/01/2022,26,1010,60,1,562,72,193,57,17
16/05/2022,37,1010,29,0,623,57,59,47,25
25/09/2023,27,1010,55,0,197,91,34,47,15
20/12/2023,32,1010,44,0,399,98,398,50,19
31/01/2024,41,1010,47,1,302,88,13,43,16
08/01/2018,12,1011,39,0,559,56,169,46,15
29/05/2018,28,1011,45,1,752,94,178,55,18
16/09/2018,46,1011,34,0,1000,79,18,37,28
01/03/2019,31,1011,65,1,106,86,246,51,26
30/12/2019,33,1011,85,0,345,34,389,70,18
29/03/2020,32,1011,59,1,884,29,332,42,20
08/08/2020,24,1011,81,1,462,54,41,55,17
06/02/2021,31,1011,61,0,101,5,274,53,14
23/05/2021,30,1011,21,1,515,27,198,43,19
05/09/2021,19,1011,73,0,214,75,294,32,30
03/05/2022,25,1011,41,0,752,32,48,60,28
07/05/2022,29,1011,32,1,939,46,136,45,19
22/05/2022,30,1011,41,1,290,44,215,40,25
20/11/2023,26,1011,52,1,694,12,480,59,27
25/11/2023,37,1011,68,0,561,85,147,45,29
26/01/2024,29,1011,61,1,558,44,198,45,7
11/03/2018,56,1012,29,1,938,76,207,36,25
06/04/2018,23,1012,53,0,171,82,167,57,24
06/07/2018,27,1012,50,1,225,64,304,35,18
08/08/2018,34,1012,54,0,392,52,484,50,23
19/12/2018,31,1012,59,1,298,95,110,47,20
29/08/2019,29,1012,50,1,884,29,446,51,31
07/09/2019,20,1012,77,1,847,23,132,58,26
28/10/2019,32,1012,76,0,863,99,453,74,29
15/04/2020,22,1012,66,1,818,22,106,52,24
16/07/2020,23,1012,23,0,839,44,402,66,26
30/10/2020,27,1012,74,0,765,53,271,55,26
21/04/2021,25,1012,29,1,615,50,355,50,33
03/04/2022,21,1012,74,0,875,41,180,55,34
26/05/2022,22,1012,47,1,463,1,156,44,23
29/06/2023,23,1012,86,0,183,77,417,64,37
10/09/2023,23,1012,73,0,908,99,151,37,31
27/12/2023,32,1012,59,1,645,4,461,36,13
21/02/2018,54,1013,28,1,742,14,21,50,10
10/09/2018,21,1013,21,0,594,35,358,52,22
21/10/2018,31,1013,56,1,539,11,322,63,9
26/11/2018,28,1013,78,1,980,27,100,64,19
18/12/2018,25,1013,92,1,433,92,262,51,25
22/08/2019,27,1013,70,0,335,6,152,43,25
27/11/2019,40,1013,57,1,360,70,175,50,8
23/04/2020,20,1013,85,0,951,15,325,39,31
18/08/2020,30,1013,91,1,399,27,210,53,25
03/09/2020,23,1013,46,0,412,65,144,55,22
18/09/2021,21,1013,37,0,992,76,250,69,29
23/12/2021,42,1013,48,0,484,49,280,66,15
18/03/2022,29,1013,90,0,832,26,168,56,27
19/07/2022,28,1013,92,0,166,75,43,48,28
27/11/2022,28,1013,54,1,931,77,192,53,24
21/03/2023,34,1013,33,0,289,41,325,63,21
21/04/2023,21,1013,74,1,741,31,26,50,29
10/12/2023,35,1013,63,0,777,30,164,43,20
11/07/2018,30,1014,72,1,582,20,240,50,24
28/09/2018,24,1014,48,1,149,12,491,45,20
23/02/2019,40,1014,83,0,892,86,170,62,23
25/03/2019,28,1014,51,0,574,49,109,67,12
17/06/2019,23,1014,27,0,605,31,125,59,29
01/09/2020,21,1014,84,1,606,91,93,61,20
18/10/2020,27,1014,65,1,792,49,230,57,14
03/12/2020,30,1014,27,1,362,74,60,62,13
25/01/2021,33,1014,31,1,726,58,380,46,19
25/03/2021,34,1014,53,1,324,51,302,59,16
16/11/2021,27,1014,34,1,693,97,475,62,17
30/05/2022,23,1014,94,0,875,60,8,21,34
22/04/2023,34,1014,100,0,567,59,305,61,29
03/05/2023,27,1014,41,1,990,63,202,35,20
31/05/2023,15,1014,55,1,722,63,108,44,25
26/05/2018,23,1015,51,1,989,31,488,59,25
24/11/2018,35,1015,40,1,205,73,142,41,13
05/12/2018,41,1015,30,0,813,11,93,51,23
03/09/2019,29,1015,87,1,653,48,427,51,24
20/12/2019,36,1015,40,1,569,20,16,43,10
28/12/2019,35,1015,60,0,257,2,85,57,14
26/01/2020,45,1015,97,0,267,49,231,44,17
23/07/2020,34,1015,27,1,789,65,195,67,21
25/11/2020,31,1015,53,1,836,14,402,45,16
23/01/2022,37,1015,43,0,343,86,428,56,11
01/09/2022,20,1015,39,1,392,36,95,41,16
23/02/2024,27,1015,54,1,821,60,346,54,17
16/01/2018,33,1016,36,1,590,88,150,42,17
28/06/2018,26,1016,38,0,845,92,298,38,23
07/08/2018,45,1016,51,1,469,88,460,47,24
23/09/2019,28,1016,52,1,961,37,439,43,23
02/04/2020,31,1016,67,1,401,13,193,43,20
07/04/2020,26,1016,38,1,597,97,376,54,28
13/04/2020,24,1016,56,1,616,68,25,52,21
07/08/2020,23,1016,69,0,122,18,32,62,26
10/09/2020,36,1016,47,1,856,8,283,50,28
22/10/2020,27,1016,21,0,134,55,124,55,21
28/10/2020,29,1016,81,1,665,45,454,47,23
24/01/2021,39,1016,80,0,611,34,155,70,13
16/04/2022,15,1016,28,0,588,19,180,40,22
15/07/2022,16,1016,62,0,208,48,54,45,26
01/11/2022,30,1016,75,1,788,34,65,47,21
25/01/2023,26,1016,73,0,858,20,165,60,23
26/02/2023,35,1016,58,0,290,44,133,52,11
06/04/2023,20,1016,28,1,483,70,330,55,26
01/12/2023,26,1016,95,0,875,39,126,61,27
10/01/2018,54,1017,75,0,572,90,405,39,30
13/02/2018,25,1017,83,1,960,32,336,55,25
19/08/2018,22,1017,80,0,377,37,249,45,28
02/09/2018,36,1017,49,1,103,13,151,55,20
12/10/2018,34,1017,87,0,617,25,492,56,22
22/01/2019,38,1017,69,0,200,32,414,63,26
16/02/2019,31,1017,33,0,771,93,246,50,25
23/07/2019,25,1017,82,1,212,48,322,48,25
03/08/2020,23,1017,20,1,500,36,206,51,28
05/08/2020,22,1017,75,1,836,53,155,56,25
20/11/2020,32,1017,48,0,807,63,98,44,29
01/01/2021,38,1017,29,1,888,94,468,50,21
30/06/2021,28,1017,64,0,510,36,433,42,35
21/10/2021,36,1017,49,1,568,35,313,43,11
18/11/2021,31,1017,33,1,484,73,256,70,5
25/03/2023,30,1017,85,1,422,99,432,67,19
07/04/2023,22,1017,99,0,343,88,331,55,25
16/05/2023,27,1017,60,1,590,27,1,60,21
09/11/2023,26,1017,90,1,211,10,320,38,15
17/03/2018,38,1018,39,0,741,82,60,32,27
12/02/2019,36,1018,66,1,334,95,495,47,18
24/03/2020,34,1018,34,1,718,55,317,63,12
17/06/2020,22,1018,84,0,760,92,434,60,37
08/05/2021,24,1018,37,0,395,86,178,59,24
09/07/2021,47,1018,44,1,579,60,470,50,22
06/09/2021,23,1018,22,0,158,0,265,48,16
20/04/2023,30,1018,54,0,270,66,474,53,26
27/05/2018,43,1019,95,1,413,84,373,46,34
02/03/2019,20,1019,40,0,691,4,60,64,18
30/08/2019,29,1019,97,1,262,41,121,47,27
24/09/2019,23,1019,62,1,509,43,272,37,22
04/03/2021,29,1019,80,0,456,7,116,43,18
01/04/2021,24,1019,74,1,534,9,341,40,26
11/08/2021,25,1019,44,0,133,23,301,41,27
12/04/2022,19,1019,34,0,443,95,59,53,26
03/06/2022,26,1019,93,1,956,54,293,28,30
08/06/2023,27,1019,43,1,854,12,268,35,24
14/07/2023,22,1019,94,1,605,10,199,39,20
07/12/2023,31,1019,38,0,951,34,442,51,22
13/12/2023,42,1019,81,1,265,8,200,51,15
25/12/2023,36,1019,22,0,906,88,412,35,22
31/12/2023,31,1019,86,0,753,100,76,45,23
07/02/2024,40,1019,34,1,880,13,405,52,24
09/03/2018,13,1020,100,0,200,57,496,51,24
01/05/2018,26,1020,96,1,937,11,246,55,24
21/06/2018,65,1020,64,1,246,40,477,37,24
12/07/2018,25,1020,91,1,632,20,245,52,18
03/04/2020,23,1020,69,1,798,100,304,47,26
15/10/2020,27,1020,97,0,570,63,190,43,18
07/11/2020,27,1020,37,0,844,14,460,35,27
06/12/2020,27,1020,91,0,834,74,99,65,27
23/06/2021,34,1020,22,0,733,9,134,46,29
22/07/2021,26,1020,36,0,222,56,250,54,25
20/03/2022,27,1020,42,1,911,31,496,61,17
02/04/2022,23,1020,49,1,206,1,203,37,24
22/04/2022,23,1020,80,0,638,58,117,47,27
22/01/2023,31,1020,50,1,970,3,401,49,17
26/01/2023,37,1020,50,0,892,86,206,61,26
22/05/2023,23,1020,24,1,453,22,302,46,18
26/05/2023,30,1020,71,0,882,43,191,49,28
15/06/2023,25,1020,77,0,131,4,331,50,27
14/09/2023,30,1020,72,1,803,37,364,35,21
10/12/2018,37,1021,95,1,924,12,210,42,22
29/03/2019,31,1021,36,1,748,35,414,45,20
11/04/2019,27,1021,43,1,864,94,333,62,34
22/05/2019,31,1021,72,1,219,72,488,41,34
11/12/2019,30,1021,73,1,529,26,33,71,11
18/04/2020,32,1021,89,1,582,18,117,46,27
09/07/2020,23,1021,58,0,517,45,387,41,30
19/04/2021,17,1021,35,0,847,91,88,59,20
27/05/2021,26,1021,42,0,598,96,356,35,34
07/06/2021,19,1021,90,0,740,79,95,47,25
16/01/2022,33,1021,97,1,988,90,352,47,24
20/04/2022,28,1021,37,0,249,87,41,41,32
19/05/2022,12,1021,28,0,961,55,293,51,25
15/08/2022,23,1021,47,1,805,12,4,47,25
26/08/2022,30,1021,42,0,123,96,6,57,28
09/11/2022,31,1021,54,1,415,43,101,52,18
15/11/2022,35,1021,26,0,379,23,238,57,12
29/09/2023,28,1021,42,1,673,16,163,38,14
12/10/2023,41,1021,54,1,467,42,20,52,25
08/11/2023,34,1021,99,1,607,37,206,52,18
05/12/2023,29,1021,69,0,955,84,411,58,28
08/10/2018,32,1022,66,0,484,62,163,48,20
06/05/2019,25,1022,60,0,569,90,97,52,25
25/07/2019,20,1022,89,0,887,80,18,51,31
21/09/2019,26,1022,68,0,857,12,253,62,19
05/12/2019,28,1022,40,0,515,9,313,39,14
09/04/2020,28,1022,82,1,515,92,3,42,26
28/12/2020,36,1022,58,1,590,33,77,39,10
17/03/2021,37,1022,62,1,417,69,88,69,17
02/04/2021,26,1022,31,1,684,26,127,42,22
01/07/2021,19,1022,76,1,891,87,203,44,31
29/08/2021,24,1022,51,1,707,29,309,37,19
27/02/2022,28,1022,68,1,298,96,35,58,18
13/05/2022,15,1022,53,1,299,25,156,46,19
14/06/2022,23,1022,79,0,573,63,223,44,31
26/07/2022,39,1022,60,1,656,83,238,52,22
31/12/2022,36,1022,35,1,757,38,75,39,5
01/05/2023,25,1022,28,1,485,79,498,28,27
07/05/2023,28,1022,59,0,320,32,358,69,26
08/02/2018,45,1023,23,1,613,70,175,41,12
27/10/2019,31,1023,34,1,321,95,268,47,16
12/11/2019,34,1023,78,0,781,29,241,30,18
29/11/2019,23,1023,83,0,637,80,355,40,28
27/01/2020,44,1023,83,0,672,97,418,50,31
13/06/2021,28,1023,21,1,646,56,443,58,21
20/10/2021,43,1023,64,1,546,84,404,34,21
12/12/2021,41,1023,65,1,562,15,210,62,20
12/03/2022,36,1023,68,0,479,20,152,49,13
30/08/2022,21,1023,69,1,265,63,362,40,32
19/09/2022,27,1023,23,0,488,13,137,29,28
12/01/2023,31,1023,77,0,597,30,55,52,20
15/01/2023,41,1023,22,0,492,96,129,66,21
26/09/2023,27,1023,20,0,824,11,225,46,28
24/01/2024,41,1023,97,1,896,67,2,48,15
03/01/2018,23,1024,89,1,426,33,160,49,16
17/02/2018,29,1024,86,1,766,30,378,29,25
17/11/2018,41,1024,32,0,197,31,335,61,21
04/05/2019,23,1024,31,1,549,15,90,68,14
02/05/2020,24,1024,30,1,298,3,187,48,28
25/08/2020,17,1024,49,0,157,16,363,37,25
25/04/2021,33,1024,73,1,887,36,215,46,29
11/03/2022,36,1024,92,1,695,33,255,44,13
08/04/2022,25,1024,73,1,375,72,278,54,32
11/05/2022,30,1024,30,0,163,3,416,43,32
21/11/2022,45,1024,98,0,648,14,388,48,29
22/11/2022,40,1024,67,1,288,67,352,61,17
23/03/2023,21,1024,50,1,246,66,341,61,9
28/08/2023,18,1024,32,0,222,91,305,47,34
17/11/2023,32,1024,56,0,107,9,242,46,20
28/12/2023,27,1024,42,1,216,86,43,31,13
10/05/2018,23,1025,99,0,318,12,271,52,28
23/09/2018,22,1025,21,0,206,28,91,56,14
03/12/2018,36,1025,22,1,218,85,311,46,20
22/12/2018,28,1025,20,0,621,44,218,54,25
25/02/2019,26,1025,60,1,839,50,494,54,16
21/05/2019,27,1025,76,0,882,23,95,26,35
16/11/2019,28,1025,70,1,302,76,34,55,16
16/06/2020,28,1025,29,0,371,17,217,46,17
30/09/2020,22,1025,69,0,309,31,345,49,30
04/08/2021,28,1025,60,1,678,66,118,39,16
03/10/2021,37,1025,61,0,747,36,141,61,24
16/06/2022,26,1025,52,1,361,35,223,55,21
09/10/2022,27,1025,90,1,360,23,489,40,24
23/08/2023,23,1025,64,0,346,86,235,49,21
22/11/2018,36,1026,51,0,366,4,122,67,15
02/01/2019,43,1026,55,1,216,47,319,40,7
14/09/2019,33,1026,86,1,431,56,17,49,26
23/11/2019,33,1026,30,0,275,37,10,40,18
07/12/2019,26,1026,68,1,347,2,165,58,15
23/02/2020,36,1026,99,1,169,41,406,70,21
22/08/2020,23,1026,54,1,790,56,104,51,18
08/09/2020,24,1026,52,0,973,55,199,53,23
20/10/2020,29,1026,86,1,456,61,302,39,15
09/09/2021,26,1026,61,0,254,1,220,68,24
16/09/2021,20,1026,79,0,401,66,49,53,28
10/06/2022,29,1026,34,1,224,75,44,54,22
17/09/2022,30,1026,87,1,659,44,440,49,26
24/10/2022,39,1026,92,0,955,52,399,39,33
13/11/2023,37,1026,29,1,300,95,365,33,20
15/12/2023,23,1026,25,1,149,42,136,61,15
20/02/2018,28,1027,75,1,672,69,154,56,11
08/02/2020,19,1027,53,0,648,3,143,64,18
15/02/2021,31,1027,61,0,270,50,84,51,19
28/08/2021,17,1027,30,0,699,63,410,36,24
01/11/2021,40,1027,96,1,379,89,296,46,21
20/08/2023,21,1027,82,0,681,87,80,36,30
03/01/2019,31,1028,89,1,566,44,361,39,19
19/01/2019,33,1028,22,1,760,16,268,68,17
22/02/2019,35,1028,32,0,558,57,267,40,17
03/04/2019,21,1028,69,1,391,32,377,43,27
13/08/2019,27,1028,43,1,343,95,246,36,19
05/10/2019,32,1028,30,1,241,19,217,54,14
10/11/2019,29,1028,71,0,524,41,341,62,19
25/12/2019,34,1028,74,1,854,37,53,39,26
30/06/2020,28,1028,92,0,732,17,274,47,36
11/07/2020,22,1028,70,1,382,50,404,51,19
24/08/2020,19,1028,33,0,560,66,205,45,22
16/03/2021,36,1028,42,0,546,62,147,45,18
28/04/2021,14,1028,22,1,154,70,476,52,26
31/10/2021,30,1028,51,0,680,46,494,48,28
05/01/2022,38,1028,95,1,422,92,56,55,25
29/03/2022,39,1028,83,1,647,42,172,45,3
07/08/2022,34,1028,23,1,709,25,376,52,21
23/10/2022,40,1028,69,1,590,51,371,46,20
11/04/2023,25,1028,95,1,910,42,202,40,37
07/06/2023,17,1028,91,1,501,10,102,54,25
05/02/2024,24,1028,20,1,567,25,433,54,16
01/01/2019,20,1029,62,0,553,39,94,63,20
19/04/2019,19,1029,77,1,126,27,433,58,28
02/11/2020,31,1029,46,1,114,24,428,45,20
29/03/2021,24,1029,77,1,174,77,448,56,30
15/04/2021,15,1029,34,1,803,62,106,57,25
04/12/2021,22,1029,44,0,417,82,492,51,25
17/03/2022,36,1029,98,1,171,86,467,64,18
09/12/2022,32,1029,35,1,566,76,318,49,20
13/01/2023,34,1029,46,0,735,96,440,55,25
06/05/2023,35,1029,93,0,987,54,222,53,26
23/10/2023,30,1029,90,0,977,66,276,49,27
06/12/2023,33,1029,84,0,294,26,224,44,16
01/02/2024,28,1029,23,1,268,19,218,49,15
08/05/2018,34,1030,36,0,707,69,36,37,27
09/07/2018,67,1030,61,1,367,1,256,56,15
31/07/2018,19,1030,84,0,454,38,384,43,27
13/09/2018,35,1030,22,0,273,9,284,56,23
25/09/2018,38,1030,26,1,174,46,77,45,19
25/11/2018,28,1030,75,1,394,55,244,48,26
24/01/2019,42,1030,77,1,500,3,440,65,20
22/10/2019,39,1030,29,0,789,50,36,35,22
